idNode;index;label;level;mass;type;role;pointCount;contourLength1;contourLength2;subtreeCost;tsvNorm;refGraph
915;54;12;5;1;101;4;23;0;0;1;0;39
932;53;13;4;3;101;2;104;0;0;2;1;39
1006;27;14;3;158;101;2;3;0;0;28;6.8661852977226;39
1010;26;15;2;203;101;2;2;0;0;34;7.69486441083651;39
1014;1;16;1;386;104;2;4;0;0;61;12.2364550654835;39
1017;2;17;2;116;103;2;2;0;0;22;8.40653092539479;39
1020;3;18;3;93;101;2;4;0;0;20;8.42793924689338;39
1026;4;19;4;67;101;2;8;0;0;15;6.55806184839103;39
1033;5;20;5;51;101;2;4;0;0;13;6.42836583650109;39
1037;6;21;6;37;101;2;13;0;0;11;6.16814920418651;39
1047;7;22;7;25;101;2;3;0;0;9;6.29139344389305;39
1050;8;23;8;5;101;2;21;0;0;3;2.82842712474619;39
1066;9;24;9;1;101;4;74;0;0;1;0;39
1103;10;25;9;1;101;4;88;0;0;1;0;39
1151;11;26;8;11;101;2;3;0;0;5;4.65369253920931;39
1153;12;27;9;1;101;4;82;0;0;1;0;39
1197;13;28;9;5;101;2;7;0;0;3;2.82842712474619;39
1205;14;29;10;1;101;4;96;0;0;1;0;39
1273;15;30;10;1;101;4;89;0;0;1;0;39
1332;16;31;7;1;101;4;86;0;0;1;0;39
1377;17;32;6;1;101;4;122;0;0;1;0;39
1433;18;33;5;1;101;4;97;0;0;1;0;39
1487;20;34;5;1;101;4;24;0;0;1;0;39
1501;19;35;4;3;101;2;108;0;0;2;1;39
1576;22;36;5;1;101;4;21;0;0;1;0;39
1591;21;37;4;3;101;2;91;0;0;2;1;39
1646;23;38;3;1;101;4;133;0;0;1;0;39
1726;25;39;3;1;101;4;21;0;0;1;0;39
1737;24;40;2;3;101;2;102;0;0;2;1;39
1796;61;41;3;1;101;4;23;0;0;1;0;39
1810;60;42;2;3;101;2;109;0;0;2;1;39
1875;55;43;3;11;101;2;6;0;0;5;3.74165738677394;39
1877;57;44;5;1;101;4;24;0;0;1;0;39
1890;56;45;4;3;101;2;105;0;0;2;1;39
1954;59;46;5;1;101;4;23;0;0;1;0;39
1963;58;47;4;3;101;2;102;0;0;2;1;39
2025;48;48;5;11;101;2;8;0;0;5;3.74165738677394;39
2030;50;49;7;1;101;4;21;0;0;1;0;39
2040;49;50;6;3;101;2;90;0;0;2;1;39
2093;52;51;7;1;101;4;20;0;0;1;0;39
2107;51;52;6;3;101;2;78;0;0;2;1;39
2146;45;53;6;5;101;2;2;0;0;3;2.82842712474619;39
2149;46;54;7;1;101;4;126;0;0;1;0;39
2230;47;55;7;1;101;4;130;0;0;1;0;39
2313;43;56;8;1;101;4;115;0;0;1;0;39
2376;42;57;9;1;101;4;91;0;0;1;0;39
2435;39;58;10;5;101;2;5;0;0;3;2.82842712474619;39
2440;40;59;11;1;101;4;84;0;0;1;0;39
2495;41;60;11;1;101;4;99;0;0;1;0;39
2551;38;61;11;1;101;4;83;0;0;1;0;39
2589;0;#;0;448;105;1;0;0;0;62;10.3669073646471;39
754;57;1;5;3;101;2;95;0;0;2;1;40
794;58;2;6;1;101;4;26;0;0;1;0;40
809;56;3;4;11;101;2;15;0;0;5;3.74165738677394;40
825;55;4;3;78;101;2;2;0;0;20;7.33831153348908;40
829;75;5;3;11;101;2;20;0;0;5;3.74165738677394;40
847;77;6;5;1;101;4;22;0;0;1;0;40
858;76;7;4;3;101;2;92;0;0;2;1;40
912;79;8;5;1;101;4;22;0;0;1;0;40
928;78;9;4;3;101;2;84;0;0;2;1;40
983;54;10;2;115;101;2;4;0;0;26;7.57454088780643;40
987;80;11;2;98;101;2;4;0;0;23;7.45672244164753;40
995;81;12;3;64;101;2;2;0;0;17;7.21636693625407;40
998;82;13;4;36;101;2;5;0;0;11;6.04232413904009;40
1002;83;14;5;22;101;2;4;0;0;8;5.42767262884443;40
1007;84;15;6;11;101;2;9;0;0;5;3.74165738677394;40
1016;86;16;8;1;101;4;24;0;0;1;0;40
1040;85;17;7;3;101;2;84;0;0;2;1;40
1088;88;18;8;1;101;4;26;0;0;1;0;40
1107;87;19;7;3;101;2;91;0;0;2;1;40
1155;90;20;7;1;101;4;21;0;0;1;0;40
1168;89;21;6;3;101;2;83;0;0;2;1;40
1219;92;22;6;1;101;4;20;0;0;1;0;40
1234;91;23;5;3;101;2;78;0;0;2;1;40
1286;93;24;4;11;101;2;8;0;0;5;3.74165738677394;40
1292;95;25;6;1;101;4;26;0;0;1;0;40
1311;94;26;5;3;101;2;105;0;0;2;1;40
1367;97;27;6;1;101;4;26;0;0;1;0;40
1388;96;28;5;3;101;2;105;0;0;2;1;40
1431;98;29;3;11;101;2;18;0;0;5;3.74165738677394;40
1446;100;30;5;1;101;4;21;0;0;1;0;40
1459;99;31;4;3;101;2;75;0;0;2;1;40
1495;102;32;5;1;101;4;24;0;0;1;0;40
1510;101;33;4;3;101;2;84;0;0;2;1;40
1564;1;34;1;533;104;2;2;0;0;102;13.9861867456726;40
1566;2;35;2;126;103;2;3;0;0;29;7.91949576273342;40
1572;3;36;3;61;101;2;3;0;0;17;7.31958004844916;40
1577;4;37;4;22;101;2;11;0;0;8;5.42767262884443;40
1586;5;38;5;11;101;2;11;0;0;5;3.74165738677394;40
1592;7;39;7;1;101;4;24;0;0;1;0;40
1608;6;40;6;3;101;2;85;0;0;2;1;40
1666;9;41;7;1;101;4;21;0;0;1;0;40
1673;8;42;6;3;101;2;78;0;0;2;1;40
1716;11;43;6;1;101;4;19;0;0;1;0;40
1729;10;44;5;3;101;2;79;0;0;2;1;40
1777;12;45;4;22;101;2;5;0;0;8;5.42767262884443;40
1778;14;46;6;1;101;4;22;0;0;1;0;40
1789;13;47;5;3;101;2;80;0;0;2;1;40
1839;15;48;5;11;101;2;9;0;0;5;3.74165738677394;40
1845;17;49;7;1;101;4;23;0;0;1;0;40
1857;16;50;6;3;101;2;86;0;0;2;1;40
1910;19;51;7;1;101;4;25;0;0;1;0;40
1924;18;52;6;3;101;2;93;0;0;2;1;40
1971;20;53;3;36;101;2;7;0;0;11;6.04232413904009;40
1975;21;54;4;22;101;2;4;0;0;8;5.42767262884443;40
1980;22;55;5;11;101;2;7;0;0;5;3.74165738677394;40
1988;24;56;7;1;101;4;25;0;0;1;0;40
2004;23;57;6;3;101;2;97;0;0;2;1;40
2055;26;58;7;1;101;4;25;0;0;1;0;40
2072;25;59;6;3;101;2;99;0;0;2;1;40
2127;28;60;6;1;101;4;24;0;0;1;0;40
2137;27;61;5;3;101;2;105;0;0;2;1;40
2206;30;62;5;1;101;4;23;0;0;1;0;40
2219;29;63;4;3;101;2;102;0;0;2;1;40
2280;31;64;2;92;103;2;3;0;0;23;7.65464605385004;40
2283;32;65;3;22;101;2;7;0;0;8;5.42767262884443;40
2291;33;66;4;11;101;2;11;0;0;5;3.74165738677394;40
2301;35;67;6;1;101;4;24;0;0;1;0;40
2317;34;68;5;3;101;2;93;0;0;2;1;40
2373;37;69;6;1;101;4;25;0;0;1;0;40
2384;36;70;5;3;101;2;95;0;0;2;1;40
2449;39;71;5;1;101;4;25;0;0;1;0;40
2461;38;72;4;3;101;2;105;0;0;2;1;40
2525;40;73;3;47;101;2;2;0;0;14;6.94982649903733;40
2526;41;74;4;11;101;2;11;0;0;5;3.74165738677394;40
2533;43;75;6;1;101;4;25;0;0;1;0;40
2550;42;76;5;3;101;2;95;0;0;2;1;40
2598;45;77;6;1;101;4;23;0;0;1;0;40
2611;44;78;5;3;101;2;88;0;0;2;1;40
2659;46;79;4;22;101;2;7;0;0;8;5.42767262884443;40
2663;48;80;6;1;101;4;21;0;0;1;0;40
2675;47;81;5;3;101;2;83;0;0;2;1;40
2735;49;82;5;11;101;2;7;0;0;5;3.74165738677394;40
2737;51;83;7;1;101;4;22;0;0;1;0;40
2750;50;84;6;3;101;2;86;0;0;2;1;40
2802;53;85;7;1;101;4;20;0;0;1;0;40
2811;52;86;6;3;101;2;74;0;0;2;1;40
2868;61;87;4;47;101;2;3;0;0;14;6.94982649903733;40
2875;62;88;5;11;101;2;9;0;0;5;3.74165738677394;40
2881;64;89;7;1;101;4;21;0;0;1;0;40
2896;63;90;6;3;101;2;83;0;0;2;1;40
2945;66;91;7;1;101;4;19;0;0;1;0;40
2952;65;92;6;3;101;2;73;0;0;2;1;40
2993;67;93;5;22;101;2;5;0;0;8;5.42767262884443;40
2998;69;94;7;1;101;4;21;0;0;1;0;40
3013;68;95;6;3;101;2;87;0;0;2;1;40
3074;70;96;6;11;101;2;4;0;0;5;3.74165738677394;40
3079;72;97;8;1;101;4;24;0;0;1;0;40
3096;71;98;7;3;101;2;93;0;0;2;1;40
3153;74;99;8;1;101;4;26;0;0;1;0;40
3164;73;100;7;3;101;2;98;0;0;2;1;40
3221;60;101;6;1;101;4;25;0;0;1;0;40
3240;59;102;5;3;101;2;95;0;0;2;1;40
3287;0;#;0;636;105;1;0;0;0;103;10.5861980459441;40
795;3;1;2;1;101;4;3;0;0;1;0;41
798;2;2;2;1;101;4;2;0;0;1;0;41
799;1;3;1;5;104;2;2;0;0;3;2.82842712474619;41
800;0;#;0;9;105;1;0;0;0;4;3.3166247903554;41
796;3;1;3;1;101;4;101;0;0;1;0;42
865;5;2;3;1;101;4;102;0;0;1;0;42
934;4;3;2;3;101;2;23;0;0;2;1;42
961;1;4;1;11;104;2;33;0;0;5;3.74165738677394;42
977;2;5;2;3;101;2;23;0;0;2;1;42
989;0;#;0;17;105;1;0;0;0;6;3.96636493625698;42
805;34;1;6;1;101;4;73;0;0;1;0;43
856;33;2;5;19;101;2;12;0;0;7;5.52395992228424;43
860;32;3;4;29;101;2;18;0;0;9;5.96652786000311;43
870;31;4;3;41;101;2;2;0;0;11;6.21819283096708;43
871;30;5;2;55;101;2;14;0;0;13;6.37419212836691;43
879;43;6;2;1;101;4;78;0;0;1;0;43
933;1;7;1;301;104;2;4;0;0;43;11.7267769924149;43
937;2;8;2;201;103;2;11;0;0;27;6.79364802619086;43
954;3;9;3;1;101;4;81;0;0;1;0;43
1004;4;10;3;173;101;2;5;0;0;25;6.78281152381606;43
1012;5;11;4;147;101;2;12;0;0;23;6.76746166073385;43
1024;6;12;5;123;101;2;3;0;0;21;6.74482254524565;43
1027;7;13;6;101;101;2;12;0;0;19;6.70964750462548;43
1039;8;14;7;81;101;2;2;0;0;17;6.65105014089997;43
1041;9;15;8;63;101;2;10;0;0;15;6.54339371958187;43
1049;10;16;9;47;101;2;4;0;0;13;6.31446554668522;43
1055;11;17;10;33;101;2;12;0;0;11;6.80014056687509;43
1064;12;18;11;11;101;2;6;0;0;5;4.65369253920931;43
1069;13;19;12;5;101;2;17;0;0;3;2.82842712474619;43
1077;14;20;13;1;101;4;42;0;0;1;0;43
1096;15;21;13;1;101;4;47;0;0;1;0;43
1130;16;22;12;1;101;4;68;0;0;1;0;43
1162;17;23;11;11;101;2;5;0;0;5;4.65369253920931;43
1167;18;24;12;5;101;2;22;0;0;3;2.82842712474619;43
1183;19;25;13;1;101;4;44;0;0;1;0;43
1207;20;26;13;1;101;4;40;0;0;1;0;43
1236;21;27;12;1;101;4;53;0;0;1;0;43
1271;22;28;10;1;101;4;62;0;0;1;0;43
1314;23;29;9;1;101;4;79;0;0;1;0;43
1362;24;30;8;1;101;4;83;0;0;1;0;43
1412;25;31;7;1;101;4;70;0;0;1;0;43
1443;26;32;6;1;101;4;75;0;0;1;0;43
1481;27;33;5;1;101;4;83;0;0;1;0;43
1540;28;34;4;1;101;4;77;0;0;1;0;43
1590;29;35;2;1;101;4;80;0;0;1;0;43
1635;42;36;3;1;101;4;73;0;0;1;0;43
1680;41;37;4;1;101;4;79;0;0;1;0;43
1730;40;38;5;1;101;4;68;0;0;1;0;43
1766;35;39;6;11;101;2;5;0;0;5;4.65369253920931;43
1772;36;40;7;1;101;4;57;0;0;1;0;43
1806;37;41;7;5;101;2;18;0;0;3;2.82842712474619;43
1823;38;42;8;1;101;4;47;0;0;1;0;43
1846;39;43;8;1;101;4;40;0;0;1;0;43
1869;0;#;0;345;105;1;0;0;0;44;10.0082171620885;43
813;1;1;1;5;104;2;2;0;0;3;2.82842712474619;44
819;2;2;2;1;103;3;4;0;0;1;0;44
824;3;3;2;1;103;3;3;0;0;1;0;44
830;0;#;0;9;105;1;0;0;0;4;3.3166247903554;44
815;29;1;3;1;101;4;65;0;0;1;0;45
862;28;2;2;29;101;2;10;0;0;9;5.96652786000311;45
867;37;3;2;1;101;4;65;0;0;1;0;45
908;1;4;1;241;104;2;16;0;0;37;11.6170326417396;45
923;2;5;2;1;101;4;64;0;0;1;0;45
971;3;6;2;173;103;2;14;0;0;25;6.78281152381605;45
978;4;7;3;147;101;2;8;0;0;23;6.76746166073384;45
982;5;8;4;123;101;2;10;0;0;21;6.74482254524565;45
991;6;9;5;101;101;2;8;0;0;19;6.70964750462548;45
999;7;10;6;1;101;4;66;0;0;1;0;45
1058;8;11;6;81;101;2;11;0;0;17;6.65105014089997;45
1067;9;12;7;63;101;2;7;0;0;15;6.54339371958187;45
1074;10;13;8;1;101;4;63;0;0;1;0;45
1105;11;14;8;47;101;2;10;0;0;13;6.31446554668522;45
1114;12;15;9;33;101;2;7;0;0;11;6.80014056687509;45
1120;13;16;10;11;101;2;5;0;0;5;4.65369253920931;45
1123;14;17;11;5;101;2;18;0;0;3;2.82842712474619;45
1135;15;18;12;1;101;4;34;0;0;1;0;45
1150;16;19;12;1;101;4;38;0;0;1;0;45
1172;17;20;11;1;101;4;54;0;0;1;0;45
1200;18;21;10;11;101;2;14;0;0;5;4.65369253920931;45
1212;19;22;11;5;101;2;18;0;0;3;2.82842712474619;45
1224;20;23;12;1;101;4;24;0;0;1;0;45
1246;21;24;12;1;101;4;26;0;0;1;0;45
1261;22;25;11;1;101;4;41;0;0;1;0;45
1290;23;26;9;1;101;4;59;0;0;1;0;45
1331;24;27;7;1;101;4;64;0;0;1;0;45
1364;25;28;5;1;101;4;65;0;0;1;0;45
1407;26;29;4;1;101;4;66;0;0;1;0;45
1429;27;30;3;1;101;4;61;0;0;1;0;45
1464;30;31;3;19;101;2;18;0;0;7;5.52395992228424;45
1472;31;32;4;1;101;4;60;0;0;1;0;45
1512;32;33;4;11;101;2;29;0;0;5;4.65369253920931;45
1533;33;34;5;1;101;4;55;0;0;1;0;45
1567;34;35;5;5;101;2;4;0;0;3;2.82842712474619;45
1573;35;36;6;1;101;4;18;0;0;1;0;45
1588;36;37;6;1;101;4;54;0;0;1;0;45
1622;0;#;0;279;105;1;0;0;0;38;9.98084351310111;45
814;3;1;3;1;101;4;105;0;0;1;0;46
884;5;2;3;1;101;4;103;0;0;1;0;46
966;4;3;2;3;101;2;19;0;0;2;1;46
976;1;4;1;11;104;2;33;0;0;5;3.74165738677394;46
994;2;5;2;3;101;2;16;0;0;2;1;46
1009;0;#;0;17;105;1;0;0;0;6;3.96636493625698;46
834;3;1;3;1;101;4;23;0;0;1;0;47
851;5;2;3;1;101;4;23;0;0;1;0;47
861;4;3;2;3;101;2;104;0;0;2;1;47
925;2;4;2;3;101;2;125;0;0;2;1;47
1022;1;5;1;11;104;2;1;0;0;5;3.74165738677394;47
1023;0;#;0;17;105;1;0;0;0;6;3.96636493625698;47
835;32;1;4;1;101;4;107;0;0;1;0;48
889;31;2;3;5;101;2;10;0;0;3;2.82842712474619;48
898;30;3;2;11;101;2;5;0;0;5;4.65369253920931;48
903;1;4;1;261;104;2;2;0;0;53;13.2187493759331;48
906;2;5;2;103;103;2;3;0;0;21;7.23443240574062;48
913;3;6;3;77;101;2;5;0;0;17;6.6451309968688;48
917;4;7;4;57;101;2;4;0;0;14;6.43407920637153;48
921;5;8;5;42;101;2;8;0;0;12;6.158545831001;48
926;6;9;6;29;101;2;2;0;0;10;6.34470520393465;48
929;7;10;7;8;101;2;10;0;0;4;3.38705417066211;48
936;8;11;8;1;101;4;76;0;0;1;0;48
985;10;12;9;1;101;4;19;0;0;1;0;48
1005;9;13;8;3;101;2;59;0;0;2;1;48
1057;11;14;7;11;101;2;18;0;0;5;3.74165738677394;48
1070;13;15;9;1;101;4;20;0;0;1;0;48
1080;12;16;8;3;101;2;62;0;0;2;1;48
1117;15;17;9;1;101;4;20;0;0;1;0;48
1127;14;18;8;3;101;2;70;0;0;2;1;48
1161;16;19;6;1;101;4;98;0;0;1;0;48
1223;17;20;5;1;101;4;112;0;0;1;0;48
1302;19;21;5;1;101;4;19;0;0;1;0;48
1316;18;22;4;3;101;2;101;0;0;2;1;48
1376;20;23;3;5;101;2;8;0;0;3;2.82842712474619;48
1385;21;24;4;1;101;4;114;0;0;1;0;48
1432;22;25;4;1;101;4;113;0;0;1;0;48
1496;23;26;2;17;103;2;3;0;0;7;5.65685424949238;48
1499;24;27;3;5;101;2;11;0;0;3;2.82842712474619;48
1507;25;28;4;1;101;4;107;0;0;1;0;48
1579;26;29;4;1;101;4;98;0;0;1;0;48
1636;27;30;3;5;101;2;6;0;0;3;2.82842712474619;48
1642;28;31;4;1;101;4;93;0;0;1;0;48
1694;29;32;4;1;101;4;84;0;0;1;0;48
1746;35;33;2;77;103;2;3;0;0;19;7.19338513336395;48
1747;36;34;3;53;101;2;11;0;0;15;6.91137201874495;48
1752;37;35;4;33;101;2;9;0;0;11;6.65421849473638;48
1761;38;36;5;11;101;2;10;0;0;5;3.74165738677394;48
1769;40;37;7;1;101;4;20;0;0;1;0;48
1782;39;38;6;3;101;2;81;0;0;2;1;48
1830;42;39;7;1;101;4;22;0;0;1;0;48
1842;41;40;6;3;101;2;79;0;0;2;1;48
1889;43;41;5;11;101;2;4;0;0;5;4.65369253920931;48
1893;44;42;6;1;101;4;102;0;0;1;0;48
1952;45;43;6;5;101;2;8;0;0;3;2.82842712474619;48
1958;46;44;7;1;101;4;87;0;0;1;0;48
2009;47;45;7;1;101;4;75;0;0;1;0;48
2048;48;46;4;5;101;2;3;0;0;3;2.82842712474619;48
2051;49;47;5;1;101;4;88;0;0;1;0;48
2105;50;48;5;1;101;4;99;0;0;1;0;48
2158;51;49;3;5;101;2;7;0;0;3;2.82842712474619;48
2162;52;50;4;1;101;4;108;0;0;1;0;48
2228;53;51;4;1;101;4;112;0;0;1;0;48
2303;34;52;3;1;101;4;102;0;0;1;0;48
2362;33;53;4;1;101;4;102;0;0;1;0;48
2419;0;#;0;315;105;1;0;0;0;54;10.3662962698924;48
841;42;1;4;1;101;4;114;0;0;1;0;49
900;41;2;3;39;101;2;4;0;0;11;6.26679535495467;49
905;40;3;2;53;101;2;4;0;0;13;6.44125876253216;49
911;1;4;1;350;104;2;7;0;0;53;12.0079730383055;49
918;2;5;2;242;103;2;3;0;0;37;7.08610359131186;49
922;3;6;3;204;101;2;8;0;0;35;7.04368804552018;49
927;4;7;4;168;101;2;2;0;0;33;7.67392409279054;49
930;5;8;5;127;101;2;8;0;0;28;7.52657273418513;49
935;6;9;6;91;101;2;4;0;0;23;7.69659542450081;49
938;7;10;7;25;101;2;2;0;0;9;6.17700367985378;49
944;8;11;8;8;101;2;12;0;0;4;3.38705417066211;49
960;9;12;9;1;101;4;74;0;0;1;0;49
1003;11;13;10;1;101;4;18;0;0;1;0;49
1019;10;14;9;3;101;2;67;0;0;2;1;49
1072;12;15;8;8;101;2;21;0;0;4;3.38705417066211;49
1083;14;16;10;1;101;4;18;0;0;1;0;49
1091;13;17;9;3;101;2;67;0;0;2;1;49
1133;15;18;9;1;101;4;92;0;0;1;0;49
1184;16;19;7;43;101;2;2;0;0;13;6.9657169922871;49
1186;17;20;8;19;101;2;14;0;0;7;5.52395992228424;49
1190;18;21;9;11;101;2;20;0;0;5;4.65369253920931;49
1202;19;22;10;1;101;4;62;0;0;1;0;49
1249;20;23;10;5;101;2;12;0;0;3;2.82842712474619;49
1258;21;24;11;1;101;4;57;0;0;1;0;49
1294;22;25;11;1;101;4;69;0;0;1;0;49
1339;23;26;9;1;101;4;100;0;0;1;0;49
1398;24;27;8;11;101;2;6;0;0;5;3.74165738677394;49
1403;26;28;10;1;101;4;21;0;0;1;0;49
1414;25;29;9;3;101;2;81;0;0;2;1;49
1454;28;30;10;1;101;4;19;0;0;1;0;49
1462;27;31;9;3;101;2;73;0;0;2;1;49
1502;29;32;6;8;101;2;8;0;0;4;3.38705417066211;49
1508;31;33;8;1;101;4;17;0;0;1;0;49
1517;30;34;7;3;101;2;64;0;0;2;1;49
1557;32;35;7;1;101;4;88;0;0;1;0;49
1620;33;36;5;8;101;2;3;0;0;4;3.38705417066211;49
1621;35;37;7;1;101;4;20;0;0;1;0;49
1631;34;38;6;3;101;2;97;0;0;2;1;49
1689;36;39;6;1;101;4;115;0;0;1;0;49
1754;37;40;4;1;101;4;106;0;0;1;0;49
1825;38;41;3;1;101;4;112;0;0;1;0;49
1883;39;42;2;1;101;4;114;0;0;1;0;49
1950;53;43;2;1;101;4;114;0;0;1;0;49
2015;52;44;3;1;101;4;108;0;0;1;0;49
2076;43;45;4;27;101;2;2;0;0;9;5.91000873351939;49
2077;44;46;5;17;101;2;5;0;0;7;5.65685424949238;49
2079;45;47;6;5;101;2;7;0;0;3;2.82842712474619;49
2083;46;48;7;1;101;4;104;0;0;1;0;49
2139;47;49;7;1;101;4;98;0;0;1;0;49
2202;48;50;6;5;101;2;9;0;0;3;2.82842712474619;49
2207;49;51;7;1;101;4;81;0;0;1;0;49
2253;50;52;7;1;101;4;79;0;0;1;0;49
2309;51;53;5;1;101;4;97;0;0;1;0;49
2370;0;#;0;404;105;1;0;0;0;54;10.2191140080552;49
873;45;1;4;1;101;4;82;0;0;1;0;50
931;32;2;4;53;101;2;16;0;0;13;6.44125876253216;50
945;33;3;5;1;101;4;74;0;0;1;0;50
990;34;4;5;39;101;2;5;0;0;11;6.26679535495467;50
997;35;5;6;27;101;2;11;0;0;9;5.91000873351939;50
1008;36;6;7;1;101;4;65;0;0;1;0;50
1065;37;7;7;17;101;2;5;0;0;7;5.65685424949238;50
1068;38;8;8;5;101;2;12;0;0;3;2.82842712474619;50
1075;39;9;9;1;101;4;54;0;0;1;0;50
1100;40;10;9;1;101;4;51;0;0;1;0;50
1138;41;11;8;5;101;2;3;0;0;3;2.82842712474619;50
1139;42;12;9;1;101;4;62;0;0;1;0;50
1169;43;13;9;1;101;4;70;0;0;1;0;50
1210;44;14;6;1;101;4;76;0;0;1;0;50
1262;31;15;3;69;101;2;6;0;0;15;6.54157360305908;50
1269;46;16;3;1;101;4;79;0;0;1;0;50
1324;30;17;2;87;101;2;13;0;0;17;6.60540941374716;50
1333;47;18;2;1;101;4;83;0;0;1;0;50
1386;1;19;1;337;104;2;7;0;0;47;11.7906903410548;50
1389;2;20;2;1;101;4;82;0;0;1;0;50
1421;3;21;2;201;103;2;12;0;0;27;6.79364802619087;50
1426;4;22;3;1;101;4;82;0;0;1;0;50
1467;5;23;3;173;101;2;4;0;0;25;6.78281152381606;50
1471;6;24;4;1;101;4;82;0;0;1;0;50
1524;7;25;4;147;101;2;14;0;0;23;6.76746166073384;50
1541;8;26;5;1;101;4;81;0;0;1;0;50
1593;9;27;5;123;101;2;5;0;0;21;6.74482254524565;50
1596;10;28;6;1;101;4;84;0;0;1;0;50
1649;11;29;6;101;101;2;11;0;0;19;6.70964750462548;50
1660;12;30;7;1;101;4;78;0;0;1;0;50
1697;13;31;7;81;101;2;3;0;0;17;6.65105014089997;50
1700;14;32;8;1;101;4;82;0;0;1;0;50
1749;15;33;8;63;101;2;12;0;0;15;6.54339371958187;50
1756;16;34;9;1;101;4;72;0;0;1;0;50
1800;17;35;9;47;101;2;4;0;0;13;6.31446554668522;50
1803;18;36;10;1;101;4;77;0;0;1;0;50
1847;19;37;10;33;101;2;12;0;0;11;6.80014056687509;50
1851;20;38;11;11;101;2;13;0;0;5;4.65369253920931;50
1860;21;39;12;1;101;4;58;0;0;1;0;50
1896;22;40;12;5;101;2;16;0;0;3;2.82842712474619;50
1905;23;41;13;1;101;4;39;0;0;1;0;50
1929;24;42;13;1;101;4;33;0;0;1;0;50
1948;25;43;11;11;101;2;6;0;0;5;4.65369253920931;50
1953;26;44;12;1;101;4;61;0;0;1;0;50
1987;27;45;12;5;101;2;21;0;0;3;2.82842712474619;50
2001;28;46;13;1;101;4;40;0;0;1;0;50
2024;29;47;13;1;101;4;40;0;0;1;0;50
2044;0;#;0;385;105;1;0;0;0;48;10.0196644059297;50
874;3;1;3;1;101;4;43;0;0;1;0;51
895;5;2;3;1;101;4;53;0;0;1;0;51
942;4;3;2;3;101;2;76;0;0;2;1;51
993;2;4;2;3;101;2;78;0;0;2;1;51
1061;1;5;1;11;104;2;1;0;0;5;3.74165738677394;51
1062;0;#;0;17;105;1;0;0;0;6;3.96636493625698;51
894;50;1;3;1;101;4;101;0;0;1;0;52
974;49;2;2;5;101;2;16;0;0;3;2.82842712474619;52
979;29;3;2;87;101;2;2;0;0;20;7.13427695053039;52
981;30;4;3;62;101;2;7;0;0;16;7.3177714492606;52
984;31;5;4;35;101;2;6;0;0;10;6.06021277910056;52
992;32;6;5;24;101;2;10;0;0;8;5.69993252313899;52
1001;33;7;6;15;101;2;8;0;0;6;5.03987491762197;52
1011;34;8;7;8;101;2;17;0;0;4;3.38705417066211;52
1028;35;9;8;1;101;4;68;0;0;1;0;52
1078;37;10;9;1;101;4;20;0;0;1;0;52
1086;36;11;8;3;101;2;57;0;0;2;1;52
1122;38;12;7;1;101;4;94;0;0;1;0;52
1171;39;13;6;1;101;4;110;0;0;1;0;52
1242;40;14;5;1;101;4;124;0;0;1;0;52
1321;41;15;4;11;101;2;8;0;0;5;4.65369253920931;52
1329;42;16;5;5;101;2;5;0;0;3;2.82842712474619;52
1334;43;17;6;1;101;4;117;0;0;1;0;52
1404;44;18;6;1;101;4;116;0;0;1;0;52
1461;45;19;5;1;101;4;111;0;0;1;0;52
1520;46;20;3;5;101;2;13;0;0;3;2.82842712474619;52
1534;47;21;4;1;101;4;100;0;0;1;0;52
1602;48;22;4;1;101;4;86;0;0;1;0;52
1659;1;23;1;250;104;2;3;0;0;51;12.9685952829141;52
1662;2;24;2;88;103;2;2;0;0;20;6.67866590222084;52
1664;4;25;4;1;101;4;19;0;0;1;0;52
1672;3;26;3;3;101;2;99;0;0;2;1;52
1727;5;27;3;65;101;2;6;0;0;17;7.37313795911601;52
1732;6;28;4;37;101;2;5;0;0;11;6.17854313052678;52
1734;8;29;6;1;101;4;21;0;0;1;0;52
1744;7;30;5;3;101;2;98;0;0;2;1;52
1804;9;31;5;23;101;2;11;0;0;8;5.66824401419804;52
1814;10;32;6;14;101;2;4;0;0;6;4.84480504819333;52
1819;12;33;8;1;101;4;24;0;0;1;0;52
1829;11;34;7;3;101;2;91;0;0;2;1;52
1881;13;35;7;5;101;2;26;0;0;3;2.82842712474619;52
1895;14;36;8;1;101;4;92;0;0;1;0;52
1949;15;37;8;1;101;4;90;0;0;1;0;52
2000;16;38;6;1;101;4;111;0;0;1;0;52
2061;17;39;4;11;101;2;6;0;0;5;4.65369253920931;52
2063;18;40;5;1;101;4;100;0;0;1;0;52
2122;19;41;5;5;101;2;5;0;0;3;2.82842712474619;52
2126;20;42;6;1;101;4;104;0;0;1;0;52
2197;21;43;6;1;101;4;89;0;0;1;0;52
2245;22;44;2;19;103;2;2;0;0;7;5.52395992228424;52
2249;23;45;3;1;101;4;128;0;0;1;0;52
2341;24;46;3;11;101;2;6;0;0;5;4.65369253920931;52
2345;25;47;4;1;101;4;124;0;0;1;0;52
2412;26;48;4;5;101;2;6;0;0;3;2.82842712474619;52
2417;27;49;5;1;101;4;115;0;0;1;0;52
2498;28;50;5;1;101;4;106;0;0;1;0;52
2557;51;51;3;1;101;4;90;0;0;1;0;52
2602;0;#;0;302;105;1;0;0;0;52;10.2969586042492;52
955;11;1;3;1;101;4;61;0;0;1;0;53
